expert,373162224219636,step_1,position,3
expert,373166222009352,step_1,position,3
expert,373170200462998,step_1,position,3
expert,373174178943571,step_1,position,2
expert,373178177874456,step_1,position,2
expert,373182156451227,step_1,position,2
expert,373186135054613,step_1,position,2
expert,373190133059769,step_1,position,2
expert,373194111711904,step_1,position,2
expert,373198090397165,step_1,position,2
expert,373202089451956,step_1,position,2
expert,373206068037894,step_1,position,2
expert,373210046686852,step_1,position,2
expert,373214025463675,step_1,position,2
expert,373218004231383,step_1,position,3
expert,373222002421904,step_2,position,3
expert,373225981222142,step_2,position,3
expert,373229959954225,step_2,position,1
expert,373233959139121,step_2,position,1
expert,373237937923183,step_2,position,1
expert,373241916773340,step_2,position,1
expert,373245915033183,step_2,position,1
expert,373249893841204,step_2,position,1
expert,373253872735944,step_2,position,1
expert,373257871982454,step_2,position,1
expert,373261850719694,step_2,position,1
expert,373265829654121,step_2,position,1
expert,373269827884433,step_2,position,3
expert,373273806853496,step_3,position,2
expert,373277785785735,step_3,position,2
expert,373281785102558,step_3,position,2
expert,373285764058993,step_3,position,2
expert,373289762420920,step_3,position,2
expert,373293741406597,step_3,position,2
expert,373297720357326,step_3,position,2
expert,373301719680243,step_3,position,2
expert,373305698674149,step_3,position,4
expert,373309677675191,step_3,position,2
expert,373313676076754,step_3,position,2
expert,373317655022587,step_3,position,2
expert,373321653865556,step_3,position,2
expert,373325634111649,step_3,position,2
expert,373329612387587,step_3,position,2
expert,373333591515660,step_3,position,2
expert,373337589959462,step_3,position,2
expert,373341569027483,step_3,position,2
expert,373345568482201,step_3,position,3
expert,373349547559857,step_3,position,3
expert,373353526623138,step_4,position,2
expert,373357460277930,step_4,position,2
expert,373361397189544,step_4,position,2
expert,373365333940377,step_4,position,2
expert,373369270104336,step_4,position,3
expert,373373206024492,step_4,position,3
expert,373377142271732,step_4,position,3
